"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-took part in a tapseq task","UPDATE-took part in a tapseq task","CURRENT-temp qualification","UPDATE-temp qualification","CURRENT-participated in the past","UPDATE-participated in the past","CURRENT-eligible for testing 1 week birds","UPDATE-eligible for testing 1 week birds","CURRENT-eligible for next step memory rep","UPDATE-eligible for next step memory rep","CURRENT-eligible for memory testing 1 week","UPDATE-eligible for memory testing 1 week","CURRENT-completed working memory test","UPDATE-completed working memory test","CURRENT-completed multicategory memory test","UPDATE-completed multicategory memory test","CURRENT-completed memory rep","UPDATE-completed memory rep","CURRENT-completed memory encoding 24h","UPDATE-completed memory encoding 24h","CURRENT-completed encoding successfully ","UPDATE-completed encoding successfully ","CURRENT-completed encoding multicategory memory test","UPDATE-completed encoding multicategory memory test","CURRENT-completed day5","UPDATE-completed day5","CURRENT-completed day4","UPDATE-completed day4","CURRENT-completed day3","UPDATE-completed day3","CURRENT-completed day2","UPDATE-completed day2","CURRENT-completed day1","UPDATE-completed day1","CURRENT-completed birds memory rep","UPDATE-completed birds memory rep","CURRENT-Completed My Experiment Already","UPDATE-Completed My Experiment Already","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1UKGV9F0QODK0","https://gamma-requester.mturk.com/workers/A1UKGV9F0QODK0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1ULLCVPGXBYUB","https://gamma-requester.mturk.com/workers/A1ULLCVPGXBYUB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UO16EOWU5K9W","https://gamma-requester.mturk.com/workers/A1UO16EOWU5K9W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1UO6TAVM2WV3J","https://gamma-requester.mturk.com/workers/A1UO6TAVM2WV3J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1UQYQO65E47IL","https://gamma-requester.mturk.com/workers/A1UQYQO65E47IL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UR15IJ4Y48XO","https://gamma-requester.mturk.com/workers/A1UR15IJ4Y48XO","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1UTNAK70QH9JS","https://gamma-requester.mturk.com/workers/A1UTNAK70QH9JS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UTY4CQSZ8NW","https://gamma-requester.mturk.com/workers/A1UTY4CQSZ8NW","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UV0XY0Z70X84","https://gamma-requester.mturk.com/workers/A1UV0XY0Z70X84","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1UV9BMWWQZY0H","https://gamma-requester.mturk.com/workers/A1UV9BMWWQZY0H","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UWT2K41CL23T","https://gamma-requester.mturk.com/workers/A1UWT2K41CL23T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UY2W2FL9CWN","https://gamma-requester.mturk.com/workers/A1UY2W2FL9CWN","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1UZXOMO6BS6I2","https://gamma-requester.mturk.com/workers/A1UZXOMO6BS6I2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1V3I0EG3DVY29","https://gamma-requester.mturk.com/workers/A1V3I0EG3DVY29","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1V8SDVOE9LFDT","https://gamma-requester.mturk.com/workers/A1V8SDVOE9LFDT","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1VAJ5IQDKPUFY","https://gamma-requester.mturk.com/workers/A1VAJ5IQDKPUFY","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1VAL7L9L79IN0","https://gamma-requester.mturk.com/workers/A1VAL7L9L79IN0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VB2LP675RP8E","https://gamma-requester.mturk.com/workers/A1VB2LP675RP8E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1VBA5TN6G265Q","https://gamma-requester.mturk.com/workers/A1VBA5TN6G265Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VCAMP3XM62R4","https://gamma-requester.mturk.com/workers/A1VCAMP3XM62R4","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VCN0ZDPV4U2T","https://gamma-requester.mturk.com/workers/A1VCN0ZDPV4U2T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VHBFMIJYL5SB","https://gamma-requester.mturk.com/workers/A1VHBFMIJYL5SB","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1VIDXC2Z3KSCJ","https://gamma-requester.mturk.com/workers/A1VIDXC2Z3KSCJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A1VJ4ZOXP9PUCP","https://gamma-requester.mturk.com/workers/A1VJ4ZOXP9PUCP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VKGII4PKKS3T","https://gamma-requester.mturk.com/workers/A1VKGII4PKKS3T","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1VL7507UONPX0","https://gamma-requester.mturk.com/workers/A1VL7507UONPX0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VLH6ZN45VELT","https://gamma-requester.mturk.com/workers/A1VLH6ZN45VELT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VMPZVVVZUCS4","https://gamma-requester.mturk.com/workers/A1VMPZVVVZUCS4","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VPF02G3O7NAP","https://gamma-requester.mturk.com/workers/A1VPF02G3O7NAP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VR1XQEQQXYUE","https://gamma-requester.mturk.com/workers/A1VR1XQEQQXYUE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VRBTDT3VJSIA","https://gamma-requester.mturk.com/workers/A1VRBTDT3VJSIA","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VRG5HKZC0H0C","https://gamma-requester.mturk.com/workers/A1VRG5HKZC0H0C","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1VRXZADIKWB4S","https://gamma-requester.mturk.com/workers/A1VRXZADIKWB4S","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VSEDABJFNUVQ","https://gamma-requester.mturk.com/workers/A1VSEDABJFNUVQ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VVEQOIHSSHX0","https://gamma-requester.mturk.com/workers/A1VVEQOIHSSHX0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1VVXZYA3TPHP0","https://gamma-requester.mturk.com/workers/A1VVXZYA3TPHP0","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1VXAJIELTYK0","https://gamma-requester.mturk.com/workers/A1VXAJIELTYK0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1VZ4JK87Z8OXC","https://gamma-requester.mturk.com/workers/A1VZ4JK87Z8OXC","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1W3FO0D77CF5T","https://gamma-requester.mturk.com/workers/A1W3FO0D77CF5T","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A1W43DJMY8JZHS","https://gamma-requester.mturk.com/workers/A1W43DJMY8JZHS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1W61DW31HCGQ2","https://gamma-requester.mturk.com/workers/A1W61DW31HCGQ2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1W7T8V97ZPUH0","https://gamma-requester.mturk.com/workers/A1W7T8V97ZPUH0","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A1W850QN9RK019","https://gamma-requester.mturk.com/workers/A1W850QN9RK019","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1W9HGZ8IKQMTW","https://gamma-requester.mturk.com/workers/A1W9HGZ8IKQMTW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1WBGYZ6Y8NJ9","https://gamma-requester.mturk.com/workers/A1WBGYZ6Y8NJ9","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1WD7UTKGWS016","https://gamma-requester.mturk.com/workers/A1WD7UTKGWS016","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1WKF2VH7TV0H2","https://gamma-requester.mturk.com/workers/A1WKF2VH7TV0H2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1WL3NZ50YEOWP","https://gamma-requester.mturk.com/workers/A1WL3NZ50YEOWP","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1WLSCW0N2KLCN","https://gamma-requester.mturk.com/workers/A1WLSCW0N2KLCN","2","1","50.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1WMOJNU4FFQY8","https://gamma-requester.mturk.com/workers/A1WMOJNU4FFQY8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1WU3FDNCX9IDN","https://gamma-requester.mturk.com/workers/A1WU3FDNCX9IDN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1WVN6S68Y1M45","https://gamma-requester.mturk.com/workers/A1WVN6S68Y1M45","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1WVNDH62P2UNZ","https://gamma-requester.mturk.com/workers/A1WVNDH62P2UNZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1WW7F9SWTFSM0","https://gamma-requester.mturk.com/workers/A1WW7F9SWTFSM0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1WX06MCBUD03C","https://gamma-requester.mturk.com/workers/A1WX06MCBUD03C","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1WYD305O12KFE","https://gamma-requester.mturk.com/workers/A1WYD305O12KFE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1WZY0K6IE3ASG","https://gamma-requester.mturk.com/workers/A1WZY0K6IE3ASG","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A1X1HUVI6BTIMV","https://gamma-requester.mturk.com/workers/A1X1HUVI6BTIMV","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A1X2J73SSA05TD","https://gamma-requester.mturk.com/workers/A1X2J73SSA05TD","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A1X65JF24DWI87","https://gamma-requester.mturk.com/workers/A1X65JF24DWI87","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1X6CJ1SZU6QV7","https://gamma-requester.mturk.com/workers/A1X6CJ1SZU6QV7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1X8YRYS8MBDWX","https://gamma-requester.mturk.com/workers/A1X8YRYS8MBDWX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A1X9BOM49BHNGQ","https://gamma-requester.mturk.com/workers/A1X9BOM49BHNGQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1XDNK4KY173CL","https://gamma-requester.mturk.com/workers/A1XDNK4KY173CL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
